id,item_group_id,variant_names,variant_values,title,link,image_link,price,product_type,google_product_category,availability,brand,description,condition
47008319045915,8335456338203,,,Blue Candy Captured Glass Dip Pen,https://komorebistationery.com/products/blue-candy-captured-glass-dip-pen,https://cdn.shopify.com/s/files/1/0775/0333/2635/products/blue-candy-captured-glass-dip-pen-komorebi-stationery-1.jpg?v=1772789318,592.19,Pen-Glass Dip Pen,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens,in stock,Komorebi Stationery,"Unveil the playful allure of Blue Candy Captured Glass Dip Pen, a delightful companion to enhance your writing adventures. Nestled within its shaft, a playful glass motif of blue candy shifts with every movement of the glass pen, adding a touch of enchantment to your storytelling. The gentle clink of the moving blue candy against the glass as you move the pen orchestrates a subtle melody, harmonizing with the rhythm of your thoughts. Perched on top, a cute glass bead serves as a guardian, ensuring your cherished pen doesn’t take a tumble off the table. Every motif, every curve is a testament to skilled Japanese craftsmanship, all meticulously handcrafted using durable borosilicate glass. Explore our Japanese glass dip pens collection, each meticulously handcrafted by highly skilled artisans. Details Length: 5.9 inches / 15cm Weight(Pen): 0.63oz / 18g Nib Size(Approximate): Fine Material: Glass Brand: Clarto Note: Each piece is uniquely handmade, so expect some individual differences. The Story of Clarto Tracing back to 1974, Takeuchi Manufacturing has been the cornerstone of innovation, mastering the art of glassmaking for scientific endeavors. Nestled in the heart of Ryogoku, a downtown area of Tokyo famed for sumo, their workshop continues to echo the meticulous craft of glassmaking. With an illustrious journey of crafting glass products and tubes for scientific explorations, the birth of Clarto as a brand, was a poetic transition. Harnessing years of expertise, Clarto now embarks on a new narrative, creating glass dip pen-related products. It's where the precision of science waltzes with the elegance of art, bringing you a blend of tradition and modernity, encapsulated in every stroke of the Clarto Glass Dip Pen.",new
47008418234651,8703005622555,,,Sky Blooming Sakura Glass Dip Pen,https://komorebistationery.com/products/sky-blooming-sakura-glass-dip-pen-clarto,https://cdn.shopify.com/s/files/1/0775/0333/2635/files/sky-blooming-sakura-glass-dip-pen-komorebi-stationery-1.jpg?v=1772790703,592.19,Pen-Glass Dip Pen,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens,preorder,Komorebi Stationery,"Indulge in the poetic allure of the Clarto Sky Blooming Sakura Glass Dip Pen, an embodiment of Spring's fleeting beauty. The meticulously crafted blue wave pattern on the shaft, achieved by twisting glass, reflects the gentle sway of sakura blossoms in the breeze against a clear blue sky. As you glide the pen across the paper, let the tranquil blend of pink and aqua on the shaft evoke the serene ambiance of cherry blossoms under the soft glow of daylight. The delicate sakura motifs adorning the upper side of the shaft are a tender homage to the ethereal beauty of Japan's cherished cherry blossoms. Clarto is also known for making very smooth and easy-to-draw pen nibs due to its high technical capabilities in making instruments for physical and chemical experiments. Explore our Japanese glass dip pens collection, each meticulously handcrafted by highly skilled artisans. Details Brand: Clarto - Komorebi Original Design Quantity: 1 Pen (Pen rest not included) Length: 5.9 inches / 15cm Weight(Pen): 0.95oz / 27g Nib Size(Approximate): Fine Material: Glass Note: Each piece is uniquely handmade, so expect some individual differences. Especially with this product, the color at the center of the Sakura petals may vary from a light orange to a reddish-orange as seen in the photos. The Story of Clarto Tracing back to 1974, Takeuchi Manufacturing has been the cornerstone of innovation, mastering the art of glassmaking for scientific endeavors. Nestled in the heart of Ryogoku, a downtown area of Tokyo famed for sumo, their workshop continues to echo the meticulous craft of glassmaking. With an illustrious journey of crafting glass products and tubes for scientific explorations, the birth of Clarto as a brand, was a poetic transition. Harnessing years of expertise, Clarto now embarks on a new narrative, creating glass dip pen-related products. It's where the precision of science waltzes with the elegance of art, bringing you a blend of tradition and modernity encapsulated in every stroke of the Clarto Glass Dip Pen.",new
47008453689627,8703011881243,,,Cat Perch Glass Dip Pen,https://komorebistationery.com/products/cat-perch-glass-dip-pen-clarto,https://cdn.shopify.com/s/files/1/0775/0333/2635/products/cat-perch-glass-dip-pen-komorebi-stationery-2.jpg?v=1772888170,592.19,Pen-Glass Dip Pen,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens,in stock,Komorebi Stationery,"For those who find a friend in felines, Cat Perch Glass Dip Pen brings a gentle companion to your desk. Adorned with a charming cat motif perched atop its clear shaft, this pen melds the elegance of traditional writing instruments with a touch of playful allure. As you jot down your thoughts, the peaceful cat keeps you company, adding a gentle and adorable element to your writing endeavors. The meticulous craftsmanship of the cat motif is a celebration of both fine artistry and love for our furry companions. It's not merely a pen, but a promise of a purr-fectly delightful writing experience, making every stroke a journey of imagination alongside a whimsical companion. Explore our Japanese glass dip pens collection, each meticulously handcrafted by highly skilled artisans. Details Brand: Clarto - Komorebi Original Design Quantity: 1 Pen (Pen rest not included) Length: 5.9 inches / 15cm Weight(Pen): 0.85oz / 24g Nib Size(Approximate): Fine Material: Glass Note: Each piece is uniquely handmade, so expect some individual differences. The Story of Clarto Tracing back to 1974, Takeuchi Manufacturing has been the cornerstone of innovation, mastering the art of glassmaking for scientific endeavors. Nestled in the heart of Ryogoku, a downtown area of Tokyo famed for sumo, their workshop continues to echo the meticulous craft of glassmaking. With an illustrious journey of crafting glass products and tubes for scientific explorations, the birth of Clarto as a brand, was a poetic transition. Harnessing years of expertise, Clarto now embarks on a new narrative, creating glass dip pen-related products. It's where the precision of science waltzes with the elegance of art, bringing you a blend of tradition and modernity, encapsulated in every stroke of the Clarto Glass Dip Pen.",new
47008526041371,8703031509275,,,Warbling White-eye Glass Dip Pen,https://komorebistationery.com/products/warbling-white-eye-glass-dip-pen-clarto,https://cdn.shopify.com/s/files/1/0775/0333/2635/products/warbling-white-eye-glass-dip-pen-komorebi-stationery-1.jpg?v=1772790290,592.19,Pen-Glass Dip Pen,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens,preorder,Komorebi Stationery,"Experience a touch of spring with the Clarto Warbling White-eye Glass Dip Pen. Adorned with a Warbling White-eye motif atop its wave-patterned shaft, this pen symbolizes an earnest heart, according to Japanese bird lore. The gentle transition from green to pink on the shaft mirrors the tender Sakura of spring. As you glide the pen across the paper, let the Warbling White-eye's tranquil presence inspire creativity and bring a sense of calm to your writing sessions. Explore our Japanese glass dip pens collection, each meticulously handcrafted by highly skilled artisans. Details Brand: Clarto Quantity: 1 Pen (Pen rest not included) Length: 6.3 inches / 16cm Weight(Pen): 0.99oz / 28g Nib Size(Approximate): Fine Material: Glass Note: Each piece is uniquely handmade, so expect some individual differences. The Story of Clarto Tracing back to 1974, Takeuchi Manufacturing has been the cornerstone of innovation, mastering the art of glassmaking for scientific endeavors. Nestled in the heart of Ryogoku, a downtown area of Tokyo famed for sumo, their workshop continues to echo the meticulous craft of glassmaking. With an illustrious journey of crafting glass products and tubes for scientific explorations, the birth of Clarto as a brand, was a poetic transition. Harnessing years of expertise, Clarto now embarks on a new narrative, creating glass dip pen-related products. It's where the precision of science waltzes with the elegance of art, bringing you a blend of tradition and modernity, encapsulated in every stroke of the Clarto Glass Dip Pen.",new
47185263755547,8767415320859,,,Red Candy Captured Glass Dip Pen,https://komorebistationery.com/products/red-candy-captured-glass-dip-pen,https://cdn.shopify.com/s/files/1/0775/0333/2635/products/red-candy-captured-glass-dip-pen-komorebi-stationery-1.jpg?v=1772790263,592.19,Pen-Glass Dip Pen,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens,in stock,Komorebi Stationery,"Unveil the playful allure of Clarto’s Glass Dip Pen from Japan, a delightful companion to enhance your writing adventures. Nestled within its shaft, a playful glass motif of red candy shifts with every movement of the pen, adding a touch of enchantment to your storytelling. The gentle clink of the moving red candy against the glass as you move the pen orchestrates a subtle melody, harmonizing with the rhythm of your thoughts. Perched on top, a cute glass bead serves as a guardian, ensuring your cherished pen doesn’t take a tumble off the table. Every motif, every curve is a testament to skilled Japanese craftsmanship, all meticulously handcrafted using durable borosilicate glass. Explore our Japanese glass dip pens collection, each meticulously handcrafted by highly skilled artisans. Details Brand: Clarto Quantity: 1 Pen Length: 5.9 inches / 15cm Weight(Pen): 0.63oz / 18g Nib Size(Approximate): Fine Material: Glass Note: Each piece is uniquely handmade, so expect some individual differences. The Story of Clarto Tracing back to 1974, Takeuchi Manufacturing has been the cornerstone of innovation, mastering the art of glassmaking for scientific endeavors. Nestled in the heart of Ryogoku, a downtown area of Tokyo famed for sumo, their workshop continues to echo the meticulous craft of glassmaking. With an illustrious journey of crafting glass products and tubes for scientific explorations, the birth of Clarto as a brand, was a poetic transition. Harnessing years of expertise, Clarto now embarks on a new narrative, creating glass dip pen-related products. It's where the precision of science waltzes with the elegance of art, bringing you a blend of tradition and modernity, encapsulated in every stroke of the Clarto Glass Dip Pen.",new
47185269063963,8767417811227,,,Green Candy Captured Glass Dip Pen,https://komorebistationery.com/products/green-candy-captured-glass-dip-pen,https://cdn.shopify.com/s/files/1/0775/0333/2635/products/green-candy-captured-glass-dip-pen-komorebi-stationery-1.jpg?v=1772789488,592.19,Pen-Glass Dip Pen,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens,in stock,Komorebi Stationery,"Unveil the playful allure of Clarto’s Glass Dip Pen from Japan, a delightful companion to enhance your writing adventures. Nestled within its shaft, a playful glass motif of green candy shifts with every movement of the pen, adding a touch of enchantment to your storytelling. The gentle clink of the moving green candy against the glass as you move the pen orchestrates a subtle melody, harmonizing with the rhythm of your thoughts. Perched on top, a cute glass bead serves as a guardian, ensuring your cherished pen doesn’t take a tumble off the table. Every motif, every curve is a testament to skilled Japanese craftsmanship, all meticulously handcrafted using durable borosilicate glass. Explore our Japanese glass dip pens collection, each meticulously handcrafted by highly skilled artisans. Details Brand: Clarto Quantity: 1 Pen Length: 5.9 inches / 15cm Weight(Pen): 0.63oz / 18g Nib Size(Approximate): Fine Material: Glass Note: Each piece is uniquely handmade, so expect some individual differences. The Story of Clarto Tracing back to 1974, Takeuchi Manufacturing has been the cornerstone of innovation, mastering the art of glassmaking for scientific endeavors. Nestled in the heart of Ryogoku, a downtown area of Tokyo famed for sumo, their workshop continues to echo the meticulous craft of glassmaking. With an illustrious journey of crafting glass products and tubes for scientific explorations, the birth of Clarto as a brand, was a poetic transition. Harnessing years of expertise, Clarto now embarks on a new narrative, creating glass dip pen-related products. It's where the precision of science waltzes with the elegance of art, bringing you a blend of tradition and modernity, encapsulated in every stroke of the Clarto Glass Dip Pen.",new
47190351184155,8768946209051,,,Tsukuyomi Blue Glass Dip Pen,https://komorebistationery.com/products/tsukuyomi-blue-glass-dip-pen-sourire,https://cdn.shopify.com/s/files/1/0775/0333/2635/files/tsukuyomi-blue-glass-dip-pen-komorebi-stationery-15.jpg?v=1772793852,727.96,Pen-Glass Dip Pen,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens,in stock,Komorebi Stationery,"Tsukuyomi is the moon god in Japanese mythology and is revered as the god who rules the night. This glass pen was created by glass artisan Rika to dedicate to Tsukuyomi. Inside the glass pen is an opal floating on a series of pillars, designed with the concept of enclosing a gemstone crystallized by the light of the moon. The surface of the glass pen is sprayed with silver to further emphasize the fantastic atmosphere. Each stroke of this pen is not merely writing but an act of devotion to the moon's serene beauty. The appeal of her work lies not just in its beautiful design and concept. Her pen nibs are incredibly smooth, almost eliminating any dragging sensation. This is one of the reasons why many fans of Japanese glass pens are avid supporters of her creations. We also want you to know her not only as an artisan but also as a person. Please look at 'The Story of SOURIRE' below and feel her charm. Explore our Japanese glass dip pens collection, each meticulously handcrafted by highly skilled artisans. Details Brand: SOURIRE Quantity: 1 Pen (with a pen cap) Length: 6.1"" (15.5 cm) Weight(Pen): 1oz (28 g) Nib Size(Approximate): Fine Material: Glass Note: Each piece is uniquely handmade, so expect some individual differences. The Story of SOURIRE After graduating from an art university, Rika Suga began creating glass artworks in 2004. Her creations, born from a unique sensibility, encapsulate a romantic worldview. Her cheerful and approachable nature adds to her charm in contrast to her focused demeanor during production. SOURIRE, which means 'smile' in French, captures the essence of Rika Suga's atelier in the heart of Japan in Shinshu Azumino. Surrounded by the Japanese Alps, the atelier offers serene views of Mt. Ariake. Rika draws inspiration from the ever-changing scenes of the mountains, the clarity of the air, and the purity of flowing waters, creating pieces that aim to bring a smile to those who encounter them. Her craftsmanship is also exceptional, particularly noticeable in the smooth glide of the pen nib. Japanese glass pens are often of high quality, offering a smooth writing experience with minimal drag, but her creations are particularly notable for their exceptional smoothness.",new
47190425305371,8768968753435,,,Tsukuyomi Light Blue Glass Dip Pen,https://komorebistationery.com/products/tsukuyomi-light-blue-glass-dip-pen-sourire,https://cdn.shopify.com/s/files/1/0775/0333/2635/products/tsukuyomi-light-blue-glass-dip-pen-komorebi-stationery-1.jpg?v=1772790167,727.96,Pen-Glass Dip Pen,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens,in stock,Komorebi Stationery,"Tsukuyomi is the moon god in Japanese mythology and is revered as the god who rules the night. This glass pen was created by glass artisan Rika to dedicate to Tsukuyomi. Inside the glass pen is an opal floating on a series of pillars, designed with the concept of enclosing a gemstone crystallized by the light of the moon. The surface of the glass pen is sprayed with silver to further emphasize the fantastic atmosphere. Each stroke of this pen is not merely writing but an act of devotion to the moon's serene beauty. The appeal of her work lies not just in its beautiful design and concept. Her pen nibs are incredibly smooth, almost eliminating any dragging sensation. This is one of the reasons why many fans of Japanese glass pens are avid supporters of her creations. We also want you to know her not only as an artisan but also as a person. Please look at 'The Story of SOURIRE' below and feel her charm. Explore our Japanese glass dip pens collection, each meticulously handcrafted by highly skilled artisans. Details Brand: SOURIRE Quantity: 1 Pen (with a pen cap) Length: 6.1inches / 15.5cm Weight(Pen): 1oz / 28g Nib Size(Approximate): Fine Material: Glass Note: Each piece is uniquely handmade, so expect some individual differences. The Story of SOURIRE After graduating from an art university, Rika Suga began creating glass artworks in 2004. Her creations, born from a unique sensibility, encapsulate a romantic worldview. Contrasting her focused demeanor during production, her cheerful and approachable nature adds to her charm. SOURIRE, which means 'smile' in French, captures the essence of Rika Suga's atelier located in the heart of Japan in Shinshu Azumino. Surrounded by the Japanese Alps, the atelier offers serene views of Mt. Ariake. Rika draws inspiration from the ever-changing scenes of the mountains, the clarity of the air, and the purity of flowing waters, creating pieces that aim to bring a smile to those who encounter them. Her craftsmanship is also exceptional, particularly noticeable in the smooth glide of the pen nib. Japanese glass pens are often of high quality, offering a smooth writing experience with minimal drag, but her creations are particularly notable for their exceptional smoothness.",new
47190425338139,8768968786203,,,Tsukuyomi Green Glass Dip Pen,https://komorebistationery.com/products/tsukuyomi-green-glass-dip-pen-sourire,https://cdn.shopify.com/s/files/1/0775/0333/2635/files/tsukuyomi-green-glass-dip-pen-komorebi-stationery-12.jpg?v=1772793855,727.96,Pen-Glass Dip Pen,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens,in stock,Komorebi Stationery,"Tsukuyomi is the moon god in Japanese mythology and is revered as the god who rules the night. This glass pen was created by glass artisan Rika to dedicate to Tsukuyomi. Inside the glass pen is an opal floating on a series of pillars, designed with the concept of enclosing a gemstone crystallized by the light of the moon. The surface of the glass pen is sprayed with silver to further emphasize the fantastic atmosphere. Each stroke of this pen is not merely writing but an act of devotion to the moon's serene beauty. The appeal of her work lies not just in its beautiful design and concept. Her pen nibs are incredibly smooth, almost eliminating any dragging sensation. This is one of the reasons why many fans of Japanese glass pens are avid supporters of her creations. We also want you to know her not only as an artisan but also as a person. Please look at 'The Story of SOURIRE' below and feel her charm. Explore our Japanese glass dip pens collection, each meticulously handcrafted by highly skilled artisans. Details Brand: SOURIRE Quantity: 1 Pen (with a pen cap) Length: 6.1inches / 15.5cm Weight(Pen): 1oz / 28g Nib Size(Approximate): Fine Material: Glass Note: Each piece is uniquely handmade, so expect some individual differences. The Story of SOURIRE After graduating from an art university, Rika Suga began creating glass artworks in 2004. Her creations, born from a unique sensibility, encapsulate a romantic worldview. Her cheerful and approachable nature adds to her charm in contrast to her focused demeanor during production. SOURIRE, which means 'smile' in French, captures the essence of Rika Suga's atelier in the heart of Japan in Shinshu Azumino. Surrounded by the Japanese Alps, the atelier offers serene views of Mt. Ariake. Rika draws inspiration from the ever-changing scenes of the mountains, the clarity of the air, and the purity of flowing waters, creating pieces that aim to bring a smile to those who encounter them. Her craftsmanship is also exceptional, particularly noticeable in the smooth glide of the pen nib. Japanese glass pens are often of high quality, offering a smooth writing experience with minimal drag, but her creations are particularly notable for their exceptional smoothness.",new
47190425370907,8768968818971,,,Orange Rose Glass Dip Pen,https://komorebistationery.com/products/orange-rose-glass-dip-pen-sourire,https://cdn.shopify.com/s/files/1/0775/0333/2635/files/orange-rose-glass-dip-pen-komorebi-stationery-1.jpg?v=1772793859,817.51,Pen-Glass Dip Pen,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens,in stock,Komorebi Stationery,"A beautifully blooming rose with shades of reddish-orange is captured within this glass pen, from which a stem-like fantastical glass column extends, enhancing the allure of the rose. Amazingly, all these motifs are also handmade in glass. Rika, a glass artisan, creates this glass pen with the language of roses in mind. The language of the flowers of the blue rose is ""affection"" and ""passionate love."" The appeal of her work lies not just in its beautiful design and concept. Her pen nibs are incredibly smooth, almost eliminating any dragging sensation. This is one of the reasons why many fans of Japanese glass pens are avid supporters of her creations. We also want you to know her not only as an artisan but also as a person. Please look at 'The Story of SOURIRE' below and feel her charm. Explore our Japanese glass dip pens collection, each meticulously handcrafted by highly skilled artisans. Details Brand: SOURIRE Quantity: 1 Pen (Pen rest not included) Length: 6.5inches / 16.5cm Weight(Pen): 1oz / 28g Nib Size(Approximate): Fine Material: Glass Note: Each piece is uniquely handmade, so expect some individual differences. The Story of SOURIRE After graduating from an art university, Rika Suga began creating glass artworks in 2004. Her creations, born from a unique sensibility, encapsulate a romantic worldview. Her cheerful and approachable nature adds to her charm in contrast to her focused demeanor during production. SOURIRE, which means 'smile' in French, captures the essence of Rika Suga's atelier in the heart of Japan in Shinshu Azumino. Surrounded by the Japanese Alps, the atelier offers serene views of Mt. Ariake. Rika draws inspiration from the ever-changing scenes of the mountains, the clarity of the air, and the purity of flowing waters, creating pieces that aim to bring a smile to those who encounter them. Her craftsmanship is also exceptional, particularly noticeable in the smooth glide of the pen nib. Japanese glass pens are often of high quality, offering a smooth writing experience with minimal drag, but her creations are particularly notable for their exceptional smoothness.",new
